Term code,Term,Course number,Course title,Course section number,Instruction mode,Total enrollment
968,Fall 1996,ASTR36720,Astrochemistry,ASTR36720_2,Independent Studies,1
974,Spring 1997,ASTR36720,Astrochemistry,ASTR36720_1,Online,1
974,Spring 1997,ASTR36720,Astrochemistry,ASTR36720_2,Independent Studies,69
974,Spring 1997,ASTR36720,Astrochemistry,ASTR36720_3,Online,1
976,Summer 1997,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,77
978,Fall 1997,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,27
978,Fall 1997,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,56
984,Spring 1998,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,14
984,Spring 1998,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
984,Spring 1998,ASTR36720,Astrochemistry,ASTR36720_3,Online,59
986,Summer 1998,ASTR36720,Astrochemistry,ASTR36720_1,Independent Studies,72
988,Fall 1998,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
988,Fall 1998,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
994,Spring 1999,ASTR36720,Astrochemistry,ASTR36720_1,Blended (Online & In-Person),27
994,Spring 1999,ASTR36720,Astrochemistry,ASTR36720_2,Online Hybrid,42
994,Spring 1999,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,17
996,Summer 1999,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,102
996,Summer 1999,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,106
998,Fall 1999,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
998,Fall 1999,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,38
998,Fall 1999,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,100
1004,Spring 2000,ASTR36720,Astrochemistry,ASTR36720_1,Independent Studies,1
1004,Spring 2000,ASTR36720,Astrochemistry,ASTR36720_2,Online,100
1004,Spring 2000,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1006,Summer 2000,ASTR36720,Astrochemistry,ASTR36720_1,Online,1
1006,Summer 2000,ASTR36720,Astrochemistry,ASTR36720_2,Blended (Online & In-Person),35
1006,Summer 2000,ASTR36720,Astrochemistry,ASTR36720_3,Blended (Online & In-Person),1
1008,Fall 2000,ASTR36720,Astrochemistry,ASTR36720_1,Blended (Online & In-Person),132
1014,Spring 2001,ASTR36720,Astrochemistry,ASTR36720_1,Online,25
1014,Spring 2001,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
1016,Summer 2001,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,156
1016,Summer 2001,ASTR36720,Astrochemistry,ASTR36720_2,Online,142
1016,Summer 2001,ASTR36720,Astrochemistry,ASTR36720_3,Online Hybrid,82
1018,Fall 2001,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1018,Fall 2001,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,67
1024,Spring 2002,ASTR36720,Astrochemistry,ASTR36720_1,Online,1
1024,Spring 2002,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
1024,Spring 2002,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1026,Summer 2002,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,148
1026,Summer 2002,ASTR36720,Astrochemistry,ASTR36720_2,Online Hybrid,131
1026,Summer 2002,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,51
1028,Fall 2002,ASTR36720,Astrochemistry,ASTR36720_1,Blended (Online & In-Person),74
1028,Fall 2002,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
1034,Spring 2003,ASTR36720,Astrochemistry,ASTR36720_1,Online,62
1034,Spring 2003,ASTR36720,Astrochemistry,ASTR36720_2,Blended (Online & In-Person),1
1034,Spring 2003,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1036,Summer 2003,ASTR36720,Astrochemistry,ASTR36720_1,Blended (Online & In-Person),107
1038,Fall 2003,ASTR36720,Astrochemistry,ASTR36720_1,Online,30
1038,Fall 2003,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,155
1044,Spring 2004,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1046,Summer 2004,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,61
1048,Fall 2004,ASTR36720,Astrochemistry,ASTR36720_1,Online Hybrid,1
1054,Spring 2005,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,14
1056,Summer 2005,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,60
1056,Summer 2005,ASTR36720,Astrochemistry,ASTR36720_2,Online,4
1056,Summer 2005,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1058,Fall 2005,ASTR36720,Astrochemistry,ASTR36720_1,Independent Studies,1
1064,Spring 2006,ASTR36720,Astrochemistry,ASTR36720_1,Online Hybrid,1
1066,Summer 2006,ASTR36720,Astrochemistry,ASTR36720_1,Online,1
1068,Fall 2006,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,75
1074,Spring 2007,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1074,Spring 2007,ASTR36720,Astrochemistry,ASTR36720_2,Online Hybrid,35
1074,Spring 2007,ASTR36720,Astrochemistry,ASTR36720_3,Online Hybrid,107
1076,Summer 2007,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1078,Fall 2007,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1082,Jan-08,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1084,Spring 2008,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,56
1086,Summer 2008,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,97
1088,Fall 2008,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,38
1088,Fall 2008,ASTR36720,Astrochemistry,ASTR36720_2,Independent Studies,136
1088,Fall 2008,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,61
1092,Jan-09,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1092,Jan-09,ASTR36720,Astrochemistry,ASTR36720_2,Online Hybrid,137
1092,Jan-09,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,155
1094,Spring 2009,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1096,Summer 2009,ASTR36720,Astrochemistry,ASTR36720_1,Online,25
1096,Summer 2009,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,97
1098,Fall 2009,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,15
1102,Jan-10,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,84
1102,Jan-10,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
1104,Spring 2010,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1104,Spring 2010,ASTR36720,Astrochemistry,ASTR36720_2,Online,25
1106,Summer 2010,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,66
1106,Summer 2010,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,14
1106,Summer 2010,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,95
1108,Fall 2010,ASTR36720,Astrochemistry,ASTR36720_1,Online,125
1112,Jan-11,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,49
1112,Jan-11,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
1112,Jan-11,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,31
1114,Spring 2011,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,15
1114,Spring 2011,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,2
1114,Spring 2011,ASTR36720,Astrochemistry,ASTR36720_3,Blended (Online & In-Person),139
1116,Summer 2011,ASTR36720,Astrochemistry,ASTR36720_1,Online,151
1116,Summer 2011,ASTR36720,Astrochemistry,ASTR36720_2,Online,21
1118,Fall 2011,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,153
1122,Jan-12,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1122,Jan-12,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,138
1122,Jan-12,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1124,Spring 2012,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,59
1124,Spring 2012,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,51
1124,Spring 2012,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,186
1126,Summer 2012,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,12
1128,Fall 2012,ASTR36720,Astrochemistry,ASTR36720_1,Online Hybrid,35
1128,Fall 2012,ASTR36720,Astrochemistry,ASTR36720_2,Online Hybrid,26
1128,Fall 2012,ASTR36720,Astrochemistry,ASTR36720_3,Online,1
1132,Jan-13,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1132,Jan-13,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,179
1134,Spring 2013,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,108
1134,Spring 2013,ASTR36720,Astrochemistry,ASTR36720_2,Blended (Online & In-Person),1
1136,Summer 2013,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,81
1136,Summer 2013,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,123
1136,Summer 2013,ASTR36720,Astrochemistry,ASTR36720_3,Online,1
1138,Fall 2013,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,93
1142,Jan-14,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,67
1142,Jan-14,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,148
1144,Spring 2014,ASTR36720,Astrochemistry,ASTR36720_1,Online,5
1144,Spring 2014,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,288
1144,Spring 2014,ASTR36720,Astrochemistry,ASTR36720_3,Independent Studies,68
1146,Summer 2014,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,25
1148,Fall 2014,ASTR36720,Astrochemistry,ASTR36720_1,Online,28
1152,Jan-15,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,37
1152,Jan-15,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,67
1152,Jan-15,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1154,Spring 2015,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,270
1156,Summer 2015,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1156,Summer 2015,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,51
1156,Summer 2015,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1158,Fall 2015,ASTR36720,Astrochemistry,ASTR36720_1,Blended (Online & In-Person),1
1158,Fall 2015,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,151
1162,Jan-16,ASTR36720,Astrochemistry,ASTR36720_1,Online,1
1162,Jan-16,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,31
1162,Jan-16,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1164,Spring 2016,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1164,Spring 2016,ASTR36720,Astrochemistry,ASTR36720_2,Blended (Online & In-Person),1
1166,Summer 2016,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1168,Fall 2016,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,8
1168,Fall 2016,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,13
1168,Fall 2016,ASTR36720,Astrochemistry,ASTR36720_3,Online Hybrid,47
1172,Jan-17,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1174,Spring 2017,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1174,Spring 2017,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,105
1176,Summer 2017,ASTR36720,Astrochemistry,ASTR36720_1,Online,18
1176,Summer 2017,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
1178,Fall 2017,ASTR36720,Astrochemistry,ASTR36720_1,Independent Studies,3
1182,Jan-18,ASTR36720,Astrochemistry,ASTR36720_1,Online,11
1182,Jan-18,ASTR36720,Astrochemistry,ASTR36720_2,Online,1
1182,Jan-18,ASTR36720,Astrochemistry,ASTR36720_3,Online Hybrid,206
1184,Spring 2018,ASTR36720,Astrochemistry,ASTR36720_1,Online Hybrid,192
1184,Spring 2018,ASTR36720,Astrochemistry,ASTR36720_2,Online,1
1186,Summer 2018,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,45
1186,Summer 2018,ASTR36720,Astrochemistry,ASTR36720_2,Online Hybrid,99
1188,Fall 2018,ASTR36720,Astrochemistry,ASTR36720_1,Independent Studies,1
1192,Jan-19,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1192,Jan-19,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,134
1192,Jan-19,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1194,Spring 2019,ASTR36720,Astrochemistry,ASTR36720_1,Online Hybrid,71
1194,Spring 2019,ASTR36720,Astrochemistry,ASTR36720_2,Online,146
1196,Summer 2019,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1198,Fall 2019,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1198,Fall 2019,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,126
1198,Fall 2019,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,46
1202,Jan-20,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1202,Jan-20,ASTR36720,Astrochemistry,ASTR36720_2,Online,78
1204,Spring 2020,ASTR36720,Astrochemistry,ASTR36720_1,Blended (Online & In-Person),153
1206,Summer 2020,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,82
1206,Summer 2020,ASTR36720,Astrochemistry,ASTR36720_2,Blended (Online & In-Person),3
1206,Summer 2020,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1208,Fall 2020,ASTR36720,Astrochemistry,ASTR36720_1,Online,47
1208,Fall 2020,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
1208,Fall 2020,ASTR36720,Astrochemistry,ASTR36720_3,Online,80
1212,Jan-21,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1214,Spring 2021,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,49
1214,Spring 2021,ASTR36720,Astrochemistry,ASTR36720_2,Blended (Online & In-Person),1
1214,Spring 2021,ASTR36720,Astrochemistry,ASTR36720_3,Blended (Online & In-Person),47
1216,Summer 2021,ASTR36720,Astrochemistry,ASTR36720_1,Online,50
1216,Summer 2021,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
1218,Fall 2021,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,36
1218,Fall 2021,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,14
1218,Fall 2021,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,11
1222,Jan-22,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,84
1222,Jan-22,ASTR36720,Astrochemistry,ASTR36720_2,Online,89
1224,Spring 2022,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1224,Spring 2022,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
1226,Summer 2022,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,19
1226,Summer 2022,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,95
1228,Fall 2022,ASTR36720,Astrochemistry,ASTR36720_1,Independent Studies,1
1228,Fall 2022,ASTR36720,Astrochemistry,ASTR36720_2,Independent Studies,99
1228,Fall 2022,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,1
1232,Jan-23,ASTR36720,Astrochemistry,ASTR36720_1,Blended (Online & In-Person),85
1232,Jan-23,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,27
1232,Jan-23,ASTR36720,Astrochemistry,ASTR36720_3,In-Person,25
1234,Spring 2023,ASTR36720,Astrochemistry,ASTR36720_1,In-Person,1
1234,Spring 2023,ASTR36720,Astrochemistry,ASTR36720_2,In-Person,1
904,Spring 1990,BLAC49063,Black Holes,BLAC49063_1,In-Person,82
904,Spring 1990,BLAC49063,Black Holes,BLAC49063_2,In-Person,58
904,Spring 1990,BLAC49063,Black Holes,BLAC49063_3,In-Person,33
906,Summer 1990,BLAC49063,Black Holes,BLAC49063_1,In-Person,41
906,Summer 1990,BLAC49063,Black Holes,BLAC49063_2,Online,50
906,Summer 1990,BLAC49063,Black Holes,BLAC49063_3,Blended (Online & In-Person),94
908,Fall 1990,BLAC49063,Black Holes,BLAC49063_1,In-Person,14
914,Spring 1991,BLAC49063,Black Holes,BLAC49063_1,In-Person,66
916,Summer 1991,BLAC49063,Black Holes,BLAC49063_1,Online,129
916,Summer 1991,BLAC49063,Black Holes,BLAC49063_2,In-Person,124
918,Fall 1991,BLAC49063,Black Holes,BLAC49063_1,Independent Studies,1
918,Fall 1991,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
918,Fall 1991,BLAC49063,Black Holes,BLAC49063_3,In-Person,144
924,Spring 1992,BLAC49063,Black Holes,BLAC49063_1,Blended (Online & In-Person),1
926,Summer 1992,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
926,Summer 1992,BLAC49063,Black Holes,BLAC49063_2,In-Person,55
928,Fall 1992,BLAC49063,Black Holes,BLAC49063_1,In-Person,8
934,Spring 1993,BLAC49063,Black Holes,BLAC49063_1,Online,1
936,Summer 1993,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
936,Summer 1993,BLAC49063,Black Holes,BLAC49063_2,In-Person,6
936,Summer 1993,BLAC49063,Black Holes,BLAC49063_3,In-Person,23
938,Fall 1993,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
938,Fall 1993,BLAC49063,Black Holes,BLAC49063_2,In-Person,15
944,Spring 1994,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
944,Spring 1994,BLAC49063,Black Holes,BLAC49063_2,In-Person,7
944,Spring 1994,BLAC49063,Black Holes,BLAC49063_3,Online Hybrid,34
946,Summer 1994,BLAC49063,Black Holes,BLAC49063_1,In-Person,59
946,Summer 1994,BLAC49063,Black Holes,BLAC49063_2,In-Person,83
946,Summer 1994,BLAC49063,Black Holes,BLAC49063_3,In-Person,18
948,Fall 1994,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
948,Fall 1994,BLAC49063,Black Holes,BLAC49063_2,Online Hybrid,172
948,Fall 1994,BLAC49063,Black Holes,BLAC49063_3,In-Person,130
954,Spring 1995,BLAC49063,Black Holes,BLAC49063_1,Independent Studies,162
954,Spring 1995,BLAC49063,Black Holes,BLAC49063_2,Online,1
954,Spring 1995,BLAC49063,Black Holes,BLAC49063_3,In-Person,1
956,Summer 1995,BLAC49063,Black Holes,BLAC49063_1,Blended (Online & In-Person),1
956,Summer 1995,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
958,Fall 1995,BLAC49063,Black Holes,BLAC49063_1,In-Person,87
964,Spring 1996,BLAC49063,Black Holes,BLAC49063_1,In-Person,7
966,Summer 1996,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
968,Fall 1996,BLAC49063,Black Holes,BLAC49063_1,Blended (Online & In-Person),34
968,Fall 1996,BLAC49063,Black Holes,BLAC49063_2,In-Person,154
974,Spring 1997,BLAC49063,Black Holes,BLAC49063_1,Independent Studies,1
974,Spring 1997,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
976,Summer 1997,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
976,Summer 1997,BLAC49063,Black Holes,BLAC49063_2,Online Hybrid,30
976,Summer 1997,BLAC49063,Black Holes,BLAC49063_3,In-Person,52
978,Fall 1997,BLAC49063,Black Holes,BLAC49063_1,Online,60
984,Spring 1998,BLAC49063,Black Holes,BLAC49063_1,Online,37
984,Spring 1998,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
986,Summer 1998,BLAC49063,Black Holes,BLAC49063_1,Independent Studies,1
986,Summer 1998,BLAC49063,Black Holes,BLAC49063_2,Online,1
988,Fall 1998,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
988,Fall 1998,BLAC49063,Black Holes,BLAC49063_2,In-Person,70
994,Spring 1999,BLAC49063,Black Holes,BLAC49063_1,Online,16
994,Spring 1999,BLAC49063,Black Holes,BLAC49063_2,In-Person,70
996,Summer 1999,BLAC49063,Black Holes,BLAC49063_1,In-Person,61
996,Summer 1999,BLAC49063,Black Holes,BLAC49063_2,In-Person,45
996,Summer 1999,BLAC49063,Black Holes,BLAC49063_3,In-Person,1
998,Fall 1999,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
998,Fall 1999,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
998,Fall 1999,BLAC49063,Black Holes,BLAC49063_3,In-Person,1
1004,Spring 2000,BLAC49063,Black Holes,BLAC49063_1,In-Person,52
1004,Spring 2000,BLAC49063,Black Holes,BLAC49063_2,In-Person,102
1006,Summer 2000,BLAC49063,Black Holes,BLAC49063_1,In-Person,39
1006,Summer 2000,BLAC49063,Black Holes,BLAC49063_2,In-Person,113
1008,Fall 2000,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1008,Fall 2000,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
1014,Spring 2001,BLAC49063,Black Holes,BLAC49063_1,In-Person,30
1014,Spring 2001,BLAC49063,Black Holes,BLAC49063_2,In-Person,74
1014,Spring 2001,BLAC49063,Black Holes,BLAC49063_3,Blended (Online & In-Person),5
1016,Summer 2001,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1016,Summer 2001,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
1016,Summer 2001,BLAC49063,Black Holes,BLAC49063_3,In-Person,85
1018,Fall 2001,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1024,Spring 2002,BLAC49063,Black Holes,BLAC49063_1,Online,29
1024,Spring 2002,BLAC49063,Black Holes,BLAC49063_2,In-Person,40
1024,Spring 2002,BLAC49063,Black Holes,BLAC49063_3,In-Person,71
1026,Summer 2002,BLAC49063,Black Holes,BLAC49063_1,In-Person,106
1026,Summer 2002,BLAC49063,Black Holes,BLAC49063_2,In-Person,5
1028,Fall 2002,BLAC49063,Black Holes,BLAC49063_1,In-Person,48
1028,Fall 2002,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
1028,Fall 2002,BLAC49063,Black Holes,BLAC49063_3,Online,131
1034,Spring 2003,BLAC49063,Black Holes,BLAC49063_1,In-Person,38
1034,Spring 2003,BLAC49063,Black Holes,BLAC49063_2,Independent Studies,1
1034,Spring 2003,BLAC49063,Black Holes,BLAC49063_3,In-Person,1
1036,Summer 2003,BLAC49063,Black Holes,BLAC49063_1,In-Person,89
1036,Summer 2003,BLAC49063,Black Holes,BLAC49063_2,Blended (Online & In-Person),35
1038,Fall 2003,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1044,Spring 2004,BLAC49063,Black Holes,BLAC49063_1,Independent Studies,1
1044,Spring 2004,BLAC49063,Black Holes,BLAC49063_2,Online Hybrid,1
1044,Spring 2004,BLAC49063,Black Holes,BLAC49063_3,In-Person,1
1046,Summer 2004,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1048,Fall 2004,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1054,Spring 2005,BLAC49063,Black Holes,BLAC49063_1,Online,28
1054,Spring 2005,BLAC49063,Black Holes,BLAC49063_2,In-Person,2
1054,Spring 2005,BLAC49063,Black Holes,BLAC49063_3,In-Person,25
1056,Summer 2005,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1056,Summer 2005,BLAC49063,Black Holes,BLAC49063_2,In-Person,7
1058,Fall 2005,BLAC49063,Black Holes,BLAC49063_1,Online Hybrid,1
1064,Spring 2006,BLAC49063,Black Holes,BLAC49063_1,Blended (Online & In-Person),34
1066,Summer 2006,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1068,Fall 2006,BLAC49063,Black Holes,BLAC49063_1,Independent Studies,1
1068,Fall 2006,BLAC49063,Black Holes,BLAC49063_2,In-Person,45
1074,Spring 2007,BLAC49063,Black Holes,BLAC49063_1,In-Person,73
1074,Spring 2007,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
1076,Summer 2007,BLAC49063,Black Holes,BLAC49063_1,In-Person,118
1078,Fall 2007,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1082,Jan-08,BLAC49063,Black Holes,BLAC49063_1,In-Person,99
1082,Jan-08,BLAC49063,Black Holes,BLAC49063_2,In-Person,1
1082,Jan-08,BLAC49063,Black Holes,BLAC49063_3,In-Person,1
1084,Spring 2008,BLAC49063,Black Holes,BLAC49063_1,Online,140
1086,Summer 2008,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1086,Summer 2008,BLAC49063,Black Holes,BLAC49063_2,In-Person,72
1088,Fall 2008,BLAC49063,Black Holes,BLAC49063_1,In-Person,118
1088,Fall 2008,BLAC49063,Black Holes,BLAC49063_2,In-Person,75
1092,Jan-09,BLAC49063,Black Holes,BLAC49063_1,Blended (Online & In-Person),16
1094,Spring 2009,BLAC49063,Black Holes,BLAC49063_1,In-Person,1
1094,Spring 2009,BLAC49063,Black Holes,BLAC49063_2,In-Person,4
1096,Summer 2009,BLAC49063,Black Holes,BLAC49063_1,In-Person,110
1096,Summer 2009,BLAC49063,Black Holes,BLAC49063_2,Blended (Online & In-Person),1
1098,Fall 2009,BLAC49063,Black Holes,BLAC49063_1,Online Hybrid,1
1102,Jan-10,BLAC49063,Black Holes,BLAC49063_1,In-Person,57
1102,Jan-10,BLAC49063,Black Holes,BLAC49063_2,In-Person,32
1102,Jan-10,BLAC49063,Black Holes,BLAC49063_3,In-Person,90
1104,Spring 2010,BLAC49063,Black Holes,BLAC49063_1,Online,1
