Fake ID,Academic plan code,Academic plan,Degree,Career number,Admit term code,Admit term,Total transferred units,Start effective term code,Start effective term,Completion term code,End effective term code,Semesters,Degree awarded
650,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1026,Summer 2002,17,1026,Summer 2002,1062,1062,14,BS
651,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1178,Fall 2017,34,1178,Fall 2017,1216,1216,15,AAS
652,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1098,Fall 2009,46,1098,Fall 2009,1136,1136,15,AAS
653,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1208,Fall 2020,0,1208,Fall 2020,1222,1222,5,
653,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,828,Fall 1982,0,828,Fall 1982,836,836,3,
653,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1126,Summer 2012,16,1126,Summer 2012,1132,1132,2,AAS
654,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1178,Fall 2017,23,1178,Fall 2017,1204,1204,10,AA
655,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1118,Fall 2011,36,1118,Fall 2011,1142,1142,9,AA
655,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),2,1218,Fall 2021,11,1218,Fall 2021,1238,1238,8,
655,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1088,Fall 2008,0,1088,Fall 2008,1118,1118,12,
656,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1114,Spring 2011,16,1114,Spring 2011,1148,1148,14,AA
657,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1086,Summer 2008,28,1086,Summer 2008,1136,1136,20,
657,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1138,Fall 2013,48,1138,Fall 2013,1144,1144,2,AAS
657,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),3,1214,Spring 2021,17,1214,Spring 2021,1252,1252,15,
658,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1034,Spring 2003,52,1034,Spring 2003,1048,1048,6,AAS
658,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1218,Fall 2021,0,1218,Fall 2021,1238,1238,8,AA
658,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),3,1156,Summer 2015,23,1156,Summer 2015,1218,1218,25,
659,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1094,Spring 2009,17,1094,Spring 2009,1132,1132,15,AA
660,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1008,Fall 2000,57,1008,Fall 2000,1016,1016,3,
660,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1186,Summer 2018,31,1186,Summer 2018,1204,1204,7,
660,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),3,1144,Spring 2014,19,1144,Spring 2014,1164,1164,8,BS
661,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1124,Spring 2012,0,1124,Spring 2012,1128,1128,2,AA
661,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1006,Summer 2000,22,1006,Summer 2000,1018,1018,5,AA
662,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1088,Fall 2008,49,1088,Fall 2008,1138,1138,20,
663,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1114,Spring 2011,68,1114,Spring 2011,1144,1144,12,BA
664,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1154,Spring 2015,18,1154,Spring 2015,1198,1198,18,
665,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1228,Fall 2022,0,1228,Fall 2022,1276,1276,19,
666,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1204,Spring 2020,13,1204,Spring 2020,1232,1232,11,BS
666,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1126,Summer 2012,0,1126,Summer 2012,1156,1156,12,AAS
666,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1094,Spring 2009,32,1094,Spring 2009,1114,1114,8,
667,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),1,1024,Spring 2002,23,1024,Spring 2002,1032,1032,3,
668,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1208,Fall 2020,72,1208,Fall 2020,1244,1244,14,AA
669,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1088,Fall 2008,5,1088,Fall 2008,1096,1096,3,AA
669,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1006,Summer 2000,0,1006,Summer 2000,1058,1058,21,
669,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),3,938,Fall 1993,31,938,Fall 1993,948,948,4,AAS
670,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1128,Fall 2012,0,1128,Fall 2012,1142,1142,5,
670,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1156,Summer 2015,53,1156,Summer 2015,1188,1188,13,
670,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),3,1104,Spring 2010,12,1104,Spring 2010,1168,1168,26,BA
671,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1056,Summer 2005,49,1056,Summer 2005,1068,1068,5,BS
671,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,1096,Summer 2009,2,1096,Summer 2009,1134,1134,15,BS
672,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1226,Summer 2022,60,1226,Summer 2022,1246,1246,8,
672,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1164,Spring 2016,0,1164,Spring 2016,1186,1186,9,BA
672,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),3,1204,Spring 2020,0,1204,Spring 2020,1218,1218,6,AAS
673,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1164,Spring 2016,11,1164,Spring 2016,1178,1178,6,
674,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1166,Summer 2016,22,1166,Summer 2016,1188,1188,9,
674,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1228,Fall 2022,15,1228,Fall 2022,1238,1238,4,
675,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1234,Spring 2023,0,1234,Spring 2023,1284,1284,20,BA
676,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,828,Fall 1982,21,828,Fall 1982,844,844,6,AAS
676,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,1136,Summer 2013,14,1136,Summer 2013,1138,1138,1,BA
676,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1136,Summer 2013,34,1136,Summer 2013,1144,1144,3,AAS
677,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1158,Fall 2015,0,1158,Fall 2015,1174,1174,6,
677,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1138,Fall 2013,9,1138,Fall 2013,1144,1144,2,
677,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),3,1218,Fall 2021,45,1218,Fall 2021,1252,1252,13,BA
678,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1168,Fall 2016,0,1168,Fall 2016,1182,1182,5,
679,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1148,Fall 2014,0,1148,Fall 2014,1178,1178,12,AA
679,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,828,Fall 1982,4,828,Fall 1982,842,842,5,
679,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),3,1156,Summer 2015,27,1156,Summer 2015,1216,1216,24,
680,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1146,Summer 2014,60,1146,Summer 2014,1148,1148,1,
681,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1056,Summer 2005,0,1056,Summer 2005,1118,1118,25,
681,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1206,Summer 2020,59,1206,Summer 2020,1244,1244,15,
682,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,914,Spring 1991,17,914,Spring 1991,956,956,17,BS
682,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),2,1198,Fall 2019,61,1198,Fall 2019,1216,1216,7,
683,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1168,Fall 2016,28,1168,Fall 2016,1206,1206,15,
683,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1224,Spring 2022,27,1224,Spring 2022,1238,1238,6,AA
683,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),3,1134,Spring 2013,26,1134,Spring 2013,1138,1138,2,AA
684,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),1,1168,Fall 2016,17,1168,Fall 2016,1186,1186,7,
685,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1148,Fall 2014,49,1148,Fall 2014,1164,1164,6,BA
685,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1198,Fall 2019,27,1198,Fall 2019,1212,1212,5,
686,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),1,1178,Fall 2017,39,1178,Fall 2017,1198,1198,8,BS
686,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1158,Fall 2015,18,1158,Fall 2015,1164,1164,2,
687,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1088,Fall 2008,18,1088,Fall 2008,1112,1112,9,BA
688,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1078,Fall 2007,49,1078,Fall 2007,1094,1094,6,BA
689,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1044,Spring 2004,41,1044,Spring 2004,1102,1102,23,BS
690,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1128,Fall 2012,48,1128,Fall 2012,1146,1146,7,BA
690,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1138,Fall 2013,5,1138,Fall 2013,1158,1158,8,
691,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1166,Summer 2016,8,1166,Summer 2016,1196,1196,12,
691,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1168,Fall 2016,27,1168,Fall 2016,1228,1228,24,
692,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1118,Fall 2011,21,1118,Fall 2011,1144,1144,10,
693,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1046,Summer 2004,2,1046,Summer 2004,1106,1106,24,
693,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),2,1118,Fall 2011,28,1118,Fall 2011,1148,1148,12,
694,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1164,Spring 2016,0,1164,Spring 2016,1196,1196,13,
694,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),2,1174,Spring 2017,10,1174,Spring 2017,1196,1196,9,BS
694,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),3,1006,Summer 2000,4,1006,Summer 2000,1038,1038,13,
695,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1084,Spring 2008,51,1084,Spring 2008,1094,1094,4,
695,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1104,Spring 2010,0,1104,Spring 2010,1134,1134,12,
695,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),3,1168,Fall 2016,18,1168,Fall 2016,1204,1204,14,
696,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1028,Fall 2002,61,1028,Fall 2002,1092,1092,25,
696,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),2,1098,Fall 2009,34,1098,Fall 2009,1128,1128,12,AA
697,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1104,Spring 2010,14,1104,Spring 2010,1142,1142,15,
697,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1198,Fall 2019,27,1198,Fall 2019,1208,1208,4,AA
697,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),3,1214,Spring 2021,30,1214,Spring 2021,1224,1224,4,
698,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1128,Fall 2012,9,1128,Fall 2012,1184,1184,22,
699,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1138,Fall 2013,69,1138,Fall 2013,1158,1158,8,AA
700,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1134,Spring 2013,18,1134,Spring 2013,1194,1194,24,
700,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1138,Fall 2013,14,1138,Fall 2013,1176,1176,15,BA
700,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),3,1146,Summer 2014,28,1146,Summer 2014,1156,1156,4,
701,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1034,Spring 2003,40,1034,Spring 2003,1042,1042,3,
701,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1148,Fall 2014,43,1148,Fall 2014,1178,1178,12,
701,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),3,1144,Spring 2014,8,1144,Spring 2014,1176,1176,13,
702,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1148,Fall 2014,35,1148,Fall 2014,1154,1154,2,
702,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1198,Fall 2019,45,1198,Fall 2019,1238,1238,16,
703,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1174,Spring 2017,13,1174,Spring 2017,1188,1188,6,AAS
703,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,1068,Fall 2006,24,1068,Fall 2006,1098,1098,12,BS
703,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),3,1098,Fall 2009,0,1098,Fall 2009,1106,1106,3,BS
704,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1128,Fall 2012,59,1128,Fall 2012,1148,1148,8,BS
704,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),2,1146,Summer 2014,37,1146,Summer 2014,1184,1184,15,
704,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),3,944,Spring 1994,19,944,Spring 1994,958,958,6,BA
705,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),1,1124,Spring 2012,49,1124,Spring 2012,1178,1178,22,BA
705,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),2,1194,Spring 2019,17,1194,Spring 2019,1196,1196,1,
705,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),3,1134,Spring 2013,53,1134,Spring 2013,1154,1154,8,
706,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1138,Fall 2013,28,1138,Fall 2013,1162,1162,9,
707,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1158,Fall 2015,5,1158,Fall 2015,1174,1174,6,AAS
707,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,944,Spring 1994,14,944,Spring 1994,946,946,1,
708,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),1,1148,Fall 2014,39,1148,Fall 2014,1158,1158,4,AAS
708,BALINTENSY,B.S. of Intergalactic Environmental Science,Bachelor of Science (BS),2,998,Fall 1999,27,998,Fall 1999,1032,1032,13,
709,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1204,Spring 2020,49,1204,Spring 2020,1212,1212,3,AA
709,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),2,1138,Fall 2013,25,1138,Fall 2013,1168,1168,12,BS
709,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),3,1164,Spring 2016,21,1164,Spring 2016,1176,1176,5,AA
710,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,Associates of Applied Science (AAS),1,1216,Summer 2021,45,1216,Summer 2021,1232,1232,6,
710,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1178,Fall 2017,26,1178,Fall 2017,1214,1214,14,
710,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),3,1198,Fall 2019,56,1198,Fall 2019,1246,1246,19,
711,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),1,1198,Fall 2019,0,1198,Fall 2019,1212,1212,5,BA
712,BALQUAASTY,B.A. of Quantum Astrochemistry,Bachelor of Arts (BA),1,1108,Fall 2010,0,1108,Fall 2010,1164,1164,22,BA
712,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1128,Fall 2012,33,1128,Fall 2012,1188,1188,24,
713,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1204,Spring 2020,29,1204,Spring 2020,1252,1252,19,
714,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1164,Spring 2016,59,1164,Spring 2016,1178,1178,6,
714,BALINTPOCY,B.A. of Intergalactic Politics,Bachelor of Arts (BA),2,1046,Summer 2004,38,1046,Summer 2004,1048,1048,1,BA
715,ASSPACETEC,A.A. of Space Technology,Associates in Liberal Arts (AA),1,1176,Summer 2017,0,1176,Summer 2017,1192,1192,6,AA
716,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1144,Spring 2014,0,1144,Spring 2014,1148,1148,2,
716,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1188,Fall 2018,4,1188,Fall 2018,1198,1198,4,
717,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1198,Fall 2019,39,1198,Fall 2019,1218,1218,8,BA
717,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1178,Fall 2017,39,1178,Fall 2017,1198,1198,8,
718,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1138,Fall 2013,15,1138,Fall 2013,1162,1162,9,AAS
718,ASSINTBUSN,A.A. of Intergalactic Business,Associates in Liberal Arts (AA),2,1138,Fall 2013,44,1138,Fall 2013,1142,1142,1,
719,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1018,Fall 2001,40,1018,Fall 2001,1038,1038,8,
720,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1164,Spring 2016,70,1164,Spring 2016,1198,1198,14,AAS
720,BALEXOGEOY,B.S. of Exoplanetary Geology,Bachelor of Science (BS),2,1084,Spring 2008,44,1084,Spring 2008,1102,1102,7,BS
720,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),3,1094,Spring 2009,13,1094,Spring 2009,1106,1106,5,
721,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1056,Summer 2005,21,1056,Summer 2005,1068,1068,5,BA
721,BALGALECOY,B.A. of Galactic Economics,Bachelor of Arts (BA),2,1094,Spring 2009,2,1094,Spring 2009,1114,1114,8,BA
722,BALINTARTY,B.A. of Intergalactic Arts and Culture,Bachelor of Arts (BA),1,1164,Spring 2016,13,1164,Spring 2016,1184,1184,8,
722,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1136,Summer 2013,15,1136,Summer 2013,1166,1166,12,AAS
722,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),3,1176,Summer 2017,0,1176,Summer 2017,1178,1178,1,AA
723,BALSPEDESY,B.S. of Space Engineering and Design,Bachelor of Science (BS),1,1138,Fall 2013,50,1138,Fall 2013,1152,1152,5,BS
723,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),2,1184,Spring 2018,68,1184,Spring 2018,1224,1224,16,
724,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1228,Fall 2022,35,1228,Fall 2022,1234,1234,2,AAS
725,ASSROBENGD,A.A. of Robotic Engineering,Associates in Liberal Arts (AA),1,1154,Spring 2015,47,1154,Spring 2015,1188,1188,14,
725,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,Associates of Applied Science (AAS),2,1138,Fall 2013,0,1138,Fall 2013,1148,1148,4,AAS
726,BALINTMEDY,B.S. of Intergalactic Medicine,Bachelor of Science (BS),1,1118,Fall 2011,36,1118,Fall 2011,1148,1148,12,
726,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),2,1218,Fall 2021,0,1218,Fall 2021,1238,1238,8,AAS
727,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),1,1056,Summer 2005,45,1056,Summer 2005,1076,1076,8,AAS
728,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,1038,Fall 2003,0,1038,Fall 2003,1046,1046,3,
729,ASSMULMATM,A.A.S. of Multidimensional Mathematics,Associates of Applied Science (AAS),1,1044,Spring 2004,17,1044,Spring 2004,1066,1066,9,
729,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),2,1158,Fall 2015,22,1158,Fall 2015,1164,1164,2,
730,ASSINTRELS,A.A. of Interspecies Relations,Associates in Liberal Arts (AA),1,1154,Spring 2015,21,1154,Spring 2015,1164,1164,4,AA
730,ASSALANGLS,A.A.S. of Alien Languages,Associates of Applied Science (AAS),2,1214,Spring 2021,38,1214,Spring 2021,1218,1218,2,
730,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),3,1004,Spring 2000,12,1004,Spring 2000,1042,1042,15,BS
731,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),1,914,Spring 1991,16,914,Spring 1991,966,966,21,BA
732,ASSINTLAWN,A.A. of Intergalactic Law,Associates in Liberal Arts (AA),1,1164,Spring 2016,32,1164,Spring 2016,1194,1194,12,AA
733,BALINTSECY,B.S. of Intergalactic Security,Bachelor of Science (BS),1,1128,Fall 2012,0,1128,Fall 2012,1192,1192,25,
733,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),2,1128,Fall 2012,0,1128,Fall 2012,1134,1134,2,AAS
733,BALALISTUC,B.A. of Alien Studies and Intercultural Communication,Bachelor of Arts (BA),3,1218,Fall 2021,49,1218,Fall 2021,1256,1256,15,
734,ASSINTCOMS,A.A.S. of Intergalactic Communications,Associates of Applied Science (AAS),1,1194,Spring 2019,0,1194,Spring 2019,1216,1216,9,
